Manawatu farming lifestyles|2022 11|9916360543502836|22206751590002836|23391065450002836
The weekend lifestyler|2022 11 25|9918994269002836|22350801370002836|23391079000002836
Nelson weekly|2022 11 23|9915184713502836|22199835210002836|23391078860002836
Education Gazette|v. 101, no. 15 (2022)|9919119906902836|22369219170002836|23391078500002836
Farmers weekly|2022 11 28|9917891153502836|22245640500002836|23391078210002836
The sun Blenheim Marlborough|2022 11 23|9915185273502836|22200057560002836|23391263920002836
Hospitality business|2022 11|9917383893502836|22289812080002836|23391077260002836
FMCG business|2022 11|9918756873202836|22327112780002836|23391077250002836
The Shout New Zealand|2022 11|9919003571802836|22352731910002836|23391263510002836
Junction Puhoi to Waipu|2022 12|9918849173002836|22335292610002836|23391077240002836
Air chats|iss. 14 (2022 Summer)|9918758773402836|22327809160002836|23391077230002836
Rural news|iss. 764 (2022 11 22)|9916372423502836|22258493830002836|23391077220002836
National performance review|2022|9917187943502836|22304610920002836|23391077210002836
Water|iss. 202 (2022)|9916955313502836|22247694920002836|23391274440002836
The Geraldine news|2022 11 24|9914793303502836|22215616190002836|23391260840002836
Kaipara lifestyler|2022 11 22|9914758883502836|22254819960002836|23391274400002836
Weekend Sun|2022 11 25|9915789603502836|22183434080002836|23391274390002836
